"row ID","gas","before1","before2","peak5","sum5","peak24","sum24","mean15","hour","FH","T","Q","U","peak5T","diffT","std_day","std_year","kwh","kwhpeak5","day_year","day_week","next_day_week"
"Row445",121.0,93.0,90.0,96.0,452.0,217.0,3290.0,127.16,8.0,40.0,-88.0,13.0,67.0,-100.0,-11.0,-69.39,50.21,18.1158333333,13.4325,42.0,6.0,0.0
"Row446",221.0,121.0,93.0,121.0,491.0,193.0,3194.0,127.12,9.0,40.0,-72.0,53.0,61.0,-100.0,-16.0,55.24,150.18,17.795,18.1158333333,42.0,6.0,0.0
"Row447",179.0,221.0,121.0,221.0,621.0,221.0,3236.0,127.38,10.0,30.0,-56.0,96.0,62.0,-100.0,-16.0,15.62,114.05,17.8566666667,18.1158333333,42.0,6.0,0.0
"Row448",193.0,179.0,221.0,221.0,704.0,221.0,3222.0,127.55,11.0,40.0,-45.0,128.0,61.0,-100.0,-11.0,34.94,136.38,17.6666666667,18.1158333333,42.0,6.0,0.0
"Row449",179.0,193.0,179.0,221.0,807.0,221.0,3233.0,127.79,12.0,40.0,-41.0,143.0,61.0,-99.0,-4.0,22.7,125.76,17.425,18.1158333333,42.0,6.0,0.0
"Row450",159.0,179.0,193.0,221.0,893.0,221.0,3221.0,127.98,13.0,40.0,-38.0,143.0,62.0,-88.0,-3.0,3.41,107.21,17.1558333333,18.1158333333,42.0,6.0,0.0
"Row451",152.0,159.0,179.0,221.0,931.0,221.0,3211.0,128.14,14.0,40.0,-35.0,125.0,64.0,-72.0,-3.0,3.82,98.0,17.2275,17.8566666667,42.0,6.0,0.0
"Row452",152.0,152.0,159.0,193.0,862.0,221.0,3202.0,128.3,15.0,40.0,-38.0,85.0,66.0,-56.0,3.0,1.2,96.49,17.0316666667,17.8566666667,42.0,6.0,0.0
"Row453",149.0,152.0,152.0,193.0,835.0,221.0,3195.0,128.48,16.0,40.0,-38.0,50.0,69.0,-45.0,0.0,-0.62,92.96,17.1233333333,17.6666666667,42.0,6.0,0.0
"Row454",152.0,149.0,152.0,179.0,791.0,221.0,3192.0,128.67,17.0,30.0,-49.0,8.0,73.0,-41.0,11.0,3.96,101.27,17.1891666667,17.425,42.0,6.0,0.0
"Row455",150.0,152.0,149.0,159.0,764.0,221.0,3192.0,128.86,18.0,20.0,-55.0,0.0,76.0,-49.0,6.0,-2.26,95.3,17.1666666667,17.2275,42.0,6.0,0.0
"Row456",167.0,150.0,152.0,152.0,755.0,221.0,3181.0,129.02,19.0,20.0,-61.0,0.0,79.0,-55.0,6.0,8.3,112.41,14.6925,17.2275,42.0,6.0,0.0
"Row457",141.0,167.0,150.0,167.0,770.0,221.0,3180.0,129.24,20.0,10.0,-65.0,0.0,82.0,-61.0,4.0,-12.47,-2.83,10.3441666667,17.1891666667,42.0,6.0,0.0
"Row458",82.0,141.0,167.0,167.0,759.0,221.0,3155.0,129.37,21.0,10.0,-82.0,0.0,85.0,-65.0,17.0,-71.83,5.85,10.3325,17.1891666667,42.0,6.0,0.0
"Row459",63.0,82.0,141.0,167.0,692.0,221.0,3075.0,129.33,22.0,10.0,-86.0,0.0,86.0,-82.0,4.0,-50.66,-8.82,10.3758333333,17.1891666667,42.0,6.0,0.0
"Row460",89.0,63.0,82.0,167.0,603.0,221.0,3061.0,129.32,23.0,10.0,-92.0,0.0,86.0,-86.0,6.0,-10.57,2.34,10.4841666667,17.1666666667,42.0,6.0,0.0
"Row461",82.0,89.0,63.0,167.0,542.0,221.0,3076.0,129.47,24.0,10.0,-94.0,0.0,88.0,-92.0,2.0,-30.47,5.03,10.5508333333,14.6925,42.0,6.0,0.0
"Row462",77.0,82.0,89.0,141.0,457.0,221.0,3061.0,129.51,1.0,10.0,-95.0,0.0,88.0,-94.0,1.0,-11.76,3.08,10.5783333333,10.5508333333,43.0,0.0,1.0
"Row463",81.0,77.0,82.0,89.0,393.0,221.0,3043.0,129.59,2.0,10.0,-104.0,0.0,89.0,-95.0,9.0,-34.42,5.94,10.5058333333,10.5783333333,43.0,0.0,1.0
"Row464",83.0,81.0,77.0,89.0,392.0,221.0,3041.0,129.67,3.0,10.0,-87.0,0.0,89.0,-104.0,-17.0,-34.14,7.89,10.4008333333,10.5783333333,43.0,0.0,1.0
"Row465",83.0,83.0,81.0,89.0,412.0,221.0,3042.0,129.76,4.0,10.0,-72.0,0.0,89.0,-104.0,-15.0,-33.33,-3.33,10.48,10.5783333333,43.0,0.0,1.0
"Row466",75.0,83.0,83.0,83.0,406.0,221.0,3034.0,129.84,5.0,10.0,-60.0,0.0,87.0,-104.0,-12.0,-27.65,3.06,10.5158333333,10.5783333333,43.0,0.0,1.0
